X rot 2,Y rot 2,X rot(CF) 2,Y rot(CF) 2
5.384372797818917,-35.54416048640521,5.835960471345963,-30.564478327557392
8.561686525324253,-27.491841817582692,6.109570149732334,-31.539131169758562
6.114008558420304,-30.222886747740368,5.909759249002327,-33.08252046056824
-3.0006174818393805,-45.053866804461336,4.599349717867588,-36.05734209697378
-12.971528372867153,-52.75537476686253,2.4199499806042226,-39.19749971914389
-14.388676982528379,-56.4398735325474,0.5989210729761019,-42.211772752085366
-8.843765604081701,-52.9416682183193,0.04746783428123946,-44.097061761259994
-2.954534326810959,-34.676922368335944,0.15244479237440667,-43.87740142561897
-4.645121435357596,-39.87765464894738,0.050335149768850174,-44.82283730971508
0.25805703106392486,-54.3583910460606,0.4887415605126289,-47.41162285436647
-1.3140364416466235,-53.094382340134956,0.6092546451071268,-49.209074398984114
-6.11423921597767,-57.27739505054004,0.1708354255464638,-51.49019461660975
-5.842844089167024,-62.27332005873009,-0.08286007264463102,-53.79768061381121
3.297189375816548,-61.42607158797614,0.8730510045322623,-55.62664997834118
15.439379415369539,-54.63384561874843,2.9154919256079443,-56.51482793107283
14.922411128733815,-55.07279086302008,4.457695878560287,-57.52284408533131
9.427965037206445,-54.50744613696268,5.099033955414285,-58.38421243812544
5.293161473743809,-63.41941109304466,5.209555033736169,-60.64970616205858
1.669874922620753,-67.52431753758523,4.879924867529645,-62.96416181334041
-0.14093221624209024,-71.15229723120298,4.3963471944214865,-65.10896770176483
1.2757763493943244,-73.91521466141536,4.272372304042581,-67.34764171997182
0.5389270932982346,-75.14581399215128,4.258587379277752,-68.9705017045758
10.892449078365967,-65.31879014262421,5.377954129408825,-69.36535476939888
20.56070406706286,-60.44302686341783,7.233894910715376,-69.72516620162101
10.273953917773149,-73.94300378938073,7.480703004461826,-71.60745137726151
1.0476342010060489,-79.83562738282977,6.680586873055621,-73.47210013827419
-2.832847607053452,-77.65570356886269,5.7425305361189025,-74.83869467821144
1.1380982946522626,-77.39888273821195,5.422580787270389,-75.98336933289418
6.606364882449257,-77.07188765277797,5.736681315306311,-76.64553380328319
5.323354871085639,-79.66526431541554,5.7948974501406045,-77.40341140877193
3.3777450586987867,-80.10000748207572,5.609875720687764,-77.96291339698308
-2.9296484682352792,-78.6485651288785,4.756254780692417,-78.58526931402186
-12.34283497686004,-72.4175926404921,3.0676542583190143,-78.90666824998296
-3.972328604574052,-80.35010403467277,2.50759442710639,-80.13084641118772
5.833568825804053,-80.73096065743516,3.047586911974849,-81.1708973414051
3.953741778404166,-81.86025672370248,3.240460078433953,-82.00693206083437
0.5796154070312624,-83.94916053996945,3.036465198196918,-82.65829158429017
-1.2152954762993189,-86.87430661834054,2.7273296538681966,-83.62822067163746
1.3569689783131031,-88.15798659176376,2.773337756974735,-84.91431098299113
-2.658209358213856,-87.26779388117514,2.259689731061174,-86.0248821467031
-11.935222987044323,-77.80609323451318,0.8731676141620868,-86.34194653916592
-2.585260048845019,-87.41452735172442,0.7213867471670516,-87.9490627592725
1.39282585339324,-88.59280454849417,0.9384874210119967,-89.58909481713357
0.9271455544077158,-88.83113109051841,1.002212049006768,-90.71711735284507
-2.444834548502658,-87.53417673778753,0.6942700128987914,-91.12590629227797
-6.022221572334475,-83.6906104651858,0.1199704691954222,-90.70035065252402
-4.293711491299581,-83.06626627882034,0.06011847436420231,-90.05940041028013
7.604114716311198,-81.67947552353021,1.1929393585662953,-89.42777570501724
6.3920807571058065,-82.31053899524213,1.775683248978145,-89.1219764929287
-6.942415476103452,-81.43436782186268,0.7238262428474923,-88.89470713910023
-12.316917606423358,-76.36303582992376,-0.6612202555774246,-88.1271584772291
-9.314730911852338,-79.57141585291723,-1.400861117800324,-87.53705759149989
-4.6262623234889,-83.28515587728657,-1.4935878242931373,-87.35664767414696
-2.2345615018186105,-82.66113251658167,-1.3028465431129612,-86.99622128052366
-2.706109876355583,-81.98764452801105,-1.22234729422826,-86.84037389661607
-9.51579507062203,-79.1174382598818,-2.117948759185233,-87.26817888607219
-8.532913814496844,-78.58525489972459,-2.584214921344382,-87.0818413582425
-2.079197341566405,-81.1740951079733,-2.239908635211667,-86.59779572507594
-15.65485848560505,-70.63349493164084,-3.5130005756838503,-85.28309031446184
-8.8709366126185,-74.74786171267606,-3.906650659338858,-85.18487558367801
-13.433572415706822,-72.79797999047706,-4.910211781969198,-84.95775137028666
-9.6844478348022,-76.32383299993174,-5.107944432224396,-84.51243040370134
-2.9770870173358097,-77.71698491730186,-4.871776632821176,-83.91160943006734
-18.69787594586151,-66.60521630411736,-6.381576028698412,-82.3697925231048
-15.002491748660793,-71.29051003446565,-7.1408263980423925,-81.24035698296457
-13.26474309484968,-73.74405976157956,-7.604909672067327,-80.17498999249608
-4.540968682573354,-77.12159284172392,-6.94436962966507,-79.05479719113872
-11.87279426856169,-71.58503929107329,-7.517375012168974,-77.3338918339019
-23.040135508245562,-65.37745170018347,-9.349366928240896,-75.7243053661872
-14.232612838162916,-73.89567855862641,-9.63523749271978,-74.74991379360327
-18.3828660824834,-69.624659194426,-10.322234219339922,-73.40978704204414
-14.87810396370969,-73.09521037678749,-10.55845120152887,-72.74203435627888
-13.39153052337344,-74.80851225883703,-10.652707298448446,-72.153970366999
-17.725051458374907,-71.20374790829135,-11.212891770857441,-71.30593802107809
-25.18307376346989,-64.32514556648938,-12.416955364423163,-69.84956366708246
-16.675070829076244,-72.3060579737189,-12.242136300517764,-69.31507854752007
-17.05940355110017,-71.48941384464439,-12.410716049862854,-68.81696047381817
-13.445498974709556,-76.21892770958144,-12.207051544552815,-68.97659170032105
-22.9129137393966,-66.97961615603175,-13.512436137919316,-68.54690789416023
-22.518816476830843,-67.45580712012045,-14.226823201470966,-68.03963806605537
-19.141840802193038,-70.77264288851484,-14.434211582381405,-67.6200771472323
-7.588830439543982,-82.19620400698284,-13.311072602541802,-68.41171154586068
-21.689227350728558,-68.30979191507596,-14.447443718036084,-68.03936814456502
-24.812625396765185,-65.16869159798858,-15.29965401937175,-67.1140697352016
-17.551391903220086,-72.40374782940526,-15.103877255423706,-66.70847245160776
-17.24705330716016,-72.74958824633683,-15.05750164524307,-65.8886182734605
-25.644533693782936,-64.1347388575587,-15.929641784346458,-64.76472001504624
-23.113253547877814,-66.43022545185477,-16.50551161480758,-64.19401835144359
-23.70380033756051,-65.48791323848027,-16.814052854045173,-63.33182257404763
-15.848344450843154,-73.94599725404686,-15.762267861073418,-62.66592199299669
-7.507573338229068,-73.25172456873493,-14.20870224331505,-62.21455371870232
-26.25785731391977,-61.94520569016217,-15.54572196299605,-61.138412478892214
-21.178311146178974,-66.49952314968266,-15.291921459158917,-59.924611514203626
-4.439092005009441,-73.61314973842676,-13.528232460990274,-59.716990726288294
-17.227900770723444,-68.17800612322006,-13.962437149263078,-59.05293052656684
-19.597494402180804,-62.89176014234497,-14.410376371029002,-57.441293477129854
-20.790590935474963,-61.62147851295109,-14.991655738796293,-56.817917860625535
-13.992494457951365,-70.46347526411184,-14.472201467703133,-56.38305767599966
-11.595169051954189,-52.91540183316132,-13.873614134038247,-53.317713541203354
-20.198503966203802,-52.79249004086926,-14.77667978532187,-52.176464055591616
-23.55896041230399,-56.34862063947524,-15.897210812787645,-51.46530654642343
-20.83509516048188,-56.393223127196464,-16.104343459324824,-50.388472957188924
-13.846796933796393,-55.71027822220871,-15.361194511645525,-49.12557760626373
-4.085467624274519,-52.44939350483801,-14.196392833694576,-48.13281791023577
-25.626657796265732,-51.092449053022655,-15.74952232848072,-47.467286746083985
-18.83609767962703,-51.95162834518813,-15.735609085602277,-46.201600802756246
-17.19296952689621,-51.38514577570012,-15.454189771472878,-45.16720013072054
-12.27069296213681,-56.02599776372188,-14.549568168881988,-44.12883006128935
-5.323694525484429,-40.722358242642656,-13.126808007080786,-41.64545574053408
-19.675175884834363,-38.126034179743215,-13.899209634631989,-39.655244221137934
-16.93560802559979,-42.88181768515256,-14.099321053512993,-38.71464417260999
-15.44748968592264,-47.84729774246281,-13.981925648971444,-38.11328236869027
-5.457908567272949,-42.76397507820895,-12.16213686321725,-36.075509954891444
1.0722588923189404,-25.89612398144576,-10.26557345559753,-33.266229062800534
-9.582770551532672,-39.2039176454877,-10.358520867737003,-32.59617549411416
-19.72371639181882,-33.872484202382154,-11.332704539229294,-31.226735449775443
-7.1940656902459725,-36.455282899270884,-10.295124005495286,-30.151233517135477
-5.738669448156766,-34.573078742763826,-9.433981034720704,-28.781064327112418
-15.721775839894272,-30.29654154655659,-9.661215081571502,-26.614365571883518
-2.7760646602495274,-23.435497484610767,-8.344305019175167,-24.320583648309054
-10.662285206531397,-23.182027111474586,-8.247683208854275,-22.481985246623566
-9.524806816332683,-24.523731092050337,-7.731864073033772,-20.720357940874766
0.1088278250622717,-13.33485772908967,-6.26279442661059,-18.06871660948614
-10.293964855949207,-10.386340907653018,-6.296197505721871,-15.582632774805704
-10.08222851964381,-14.20905797935854,-6.061459848003627,-14.385124899103564
-0.3295656665613062,-12.978678713643063,-4.751548499940232,-13.02673202747717
-5.262942687480942,-11.550173994884164,-4.238095847961979,-11.901312328138305
-1.698746738113854,-7.920926550207102,-3.307508815847418,-10.583580548600326
-0.3676699160698762,-6.355286444042372,-2.64765910741819,-9.487909883592167
-4.254153683494075,-11.450390865981309,-2.6055591118576875,-9.124503823248066
-4.363830387874795,-8.829557456997158,-2.4875285246706227,-8.412757542709421
4.0931119373544576,-4.672999605061824,-1.527054169254984,-7.525123376961218
-5.759902464562547,-13.873501710394379,-2.091715775442067,-7.441146107721267
-3.4522005840509085,-0.14442345386070607,-2.155943422537157,-5.857586914663423
-0.5876955461990697,-4.722291919589892,-1.980610834622799,-5.278387940240107
0.36290098413451877,-6.7071575089881055,-1.6931794760614691,-4.969929984372044
1.0283973987547623,-5.672596422132565,-1.4811997020937073,-4.518932540730242
-4.823695202725685,-3.6311763366723784,-2.07669477934977,-4.000881648736181
-10.638716081387498,-2.6222084897862556,-3.126047150980436,-3.483461456674805
-6.675551981486892,-3.376785384609828,-3.310042162119153,-3.307889898686004
3.4352028665329004,-5.30354315536364,-2.3688823078112398,-3.2497328959904483
-1.631345226103835,-0.6434847867269106,-2.4816180736887112,-2.838301878344588
-9.570994756270483,-6.620392327212038,-3.3865377015042926,-3.1931539572540895
-1.8607255351522654,-1.8006820312297214,-3.1787174257260054,-2.877044864763707
-4.118457680789533,-2.7192655393096055,-3.383339286521937,-2.826765478082673
-5.780172428666121,-0.5801003089279234,-3.623857463889025,-2.520115399575054
-3.1009270995060825,-0.029946025397722374,-3.5596153869601093,-2.3520191794039347
-2.520519706884514,1.8500484320252768,-3.6072223481526295,-2.2394536436076478
0.4825421118074604,0.9349557820377989,-3.4726358169022613,-2.389360684867937
-2.9760988296449358,1.6561319013844489,-4.214160058370111,-2.9305067163166942
-13.649933252468319,-7.641471212258494,-6.000955792514335,-4.580177403566899
-13.979874814351131,-11.288822091753499,-7.13022102651898,-6.104510275083783
-9.900849133246773,-4.838339165342582,-7.477775995560749,-6.701735445889097
-9.219447350946014,-7.023145223582178,-7.758543032984884,-7.66895274611414
-6.587442189466598,-11.680033615969636,-7.800586406341251,-9.056282311405942
-10.887983129295277,-11.858831407145722,-8.356694265193847,-10.325704574385782
-14.971594869797764,-12.315589485628443,-9.151821871490213,-11.541412886593784
-14.38332146868487,-12.887843752869117,-9.472888929805592,-12.793609925294803
-10.071679194089171,-13.616728218589676,-9.145638019537257,-13.989553766097682
-4.500024824495001,-17.194127609269863,-8.486225889561762,-15.563877804279414
-16.940072276302285,-19.49224882558184,-9.200612133438726,-17.181648793182426
-8.278361254426706,-21.772021869058268,-8.547860847318898,-18.558800420290677
1.6298292781862898,-17.32581424000122,-7.18128125583651,-19.490097190904685
-6.958581519565675,-19.122562118826192,-7.372865256495858,-20.907652302181525
-17.484323733048555,-25.344413634931126,-8.635244055122573,-22.877152887241916
-11.525002367869057,-32.03515586670629,-8.758460362094096,-25.323555244277703
-4.1754073135397105,-28.681183465074547,-7.9929346666433965,-26.705369694579787
-9.407053636142996,-25.95885635854529,-8.01625235371238,-27.970534313387205
-10.288493336688019,-33.364502085937836,-8.143291770174637,-29.91701931866624
-10.108103369797167,-32.45137605037153,-8.229086229908392,-31.574850310891943
-12.350492483028237,-34.1997777654415,-8.445142698791058,-33.236728508832776
-3.536071528701742,-27.170559772939917,-7.722520859647379,-34.45558633347674
-8.062310761251258,-45.076720675776784,-7.855814069908195,-37.837216146803534
-12.467095645315613,-44.43131992799169,-8.357198863092066,-40.13682253476878
-19.29207518079435,-41.95022006317961,-9.351048063909925,-41.95259368298505
-7.335078797569141,-56.09637338123589,-8.71803712603156,-44.519029350442764
-7.540155351210902,-50.67511466789612,-8.101388977112528,-45.66567704463738
-6.4307130835622335,-51.54049020875495,-7.600232799104929,-46.63213142767857
-3.264925294217837,-52.658494250279446,-6.923758291774761,-47.392433861818496
-2.824844914424161,-53.952051338045905,-6.50186322742611,-47.918688674644386
-8.334825874129612,-48.18880895230123,-6.866445958138845,-47.59517287614309
-10.564348209330934,-48.75243462121744,-7.433905716822242,-47.462175796496915
-14.540528757775162,-48.696618163051106,-8.076483809207536,-47.26153307920542
-6.701283127389294,-48.30423516796071,-7.782364229250366,-47.16304636393881
-8.872554939596775,-50.626520043289425,-7.875699649397049,-47.011360935539614
-2.8722817613971428,-48.733221108742335,-7.323849719867302,-46.50849314694971
-13.733617756873402,-39.073741175017076,-8.23218211142672,-45.314999896905064
-15.521629439550058,-47.74204908912374,-9.12067740979844,-45.35263406039354
-14.261202829803102,-42.75438795109728,-9.519810579736435,-44.45693286859193
-9.186217099531087,-44.29959627504203,-9.329467642360807,-43.94480414623689
-11.80763825326708,-45.899383190033156,-9.520351724276672,-43.39428976043224
-12.662158091076668,-42.631262505728486,-9.757927653391997,-42.373594624516095
-14.090361152013362,-33.89731725123522,-10.08734617071835,-40.57278206497789
-15.65375290398716,-39.31579562877641,-10.496722205798033,-39.950851079943476
-13.710652001952015,-41.49071729644187,-10.36527742620894,-39.272718727341896
-11.031468842917478,-44.55629664419137,-9.901200189688414,-38.73109412609391
-7.090990766659916,-37.909484547626235,-8.812802201790886,-37.059094347491694
-3.9286860592787467,-32.58266402966346,-7.437304401742446,-34.70198550275211
-9.437122827113486,-26.448796038694436,-7.091258848102504,-32.32875689209815
-8.781673559983675,-23.603662451526585,-6.876255995016342,-30.76250584175579
-9.30368248219035,-34.50133175610943,-6.7843011590215525,-30.36275343546836
-13.442042047793477,-26.88712620542859,-6.812944416194899,-28.87569076704146
0.8640271243825383,-30.221542361888257,-5.0089988086201,-27.929462553461086
-3.2215603352784457,-28.131024276236005,-3.929389523878375,-26.363637802493887
-4.611931233456275,-16.112449386204183,-3.4951700115222355,-24.094539658728415
-7.096593463044662,-25.543935995794136,-3.5215576638448196,-23.25924265437898
-7.61458512681951,-20.44989900368277,-3.40080311623855,-21.52077554833324
-3.089146665212208,-19.297331281243217,-2.871680687791197,-20.04128452453667
-4.809739578253816,-16.345597741963378,-2.597425818456742,-18.340728257632936
-5.039491078778087,-17.830825276111103,-2.3362708788303,-17.1203427212268
2.106999975430319,-20.865086950482347,-1.1869906225050673,-15.908631742038953
2.6024009820413188,-7.261039892115078,-0.4326056862178593,-13.44246868400947
-4.412843632876842,-8.785304252029785,-0.5470102175026286,-11.705361170039131
-5.177183330888554,-7.093862111451548,-0.5567763056231316,-10.158866640176107
-2.0861047539696047,-11.44184799457443,-0.2872934896853486,-9.339390544660377
-7.414822068864765,-8.056525073854786,-0.5270147834004645,-8.065668058487272
3.6082720490128906,1.2253949771269288,0.5738719959483376,-6.240256175328885
7.533848078560105,-1.9522264047554727,1.512225831917597,-5.3469647235533175
-11.332713528843431,-6.607888384419196,-0.051103082198906025,-5.199439717132457
-26.80528326598156,7.166273663828118,-2.897385272536835,-3.737450103700785
-5.689785125638267,-12.709685033200936,-2.210646404436319,-5.168844236420637
13.538748369092506,-19.18272030919196,0.7706541927703173,-6.623255032119155
24.751788862477873,-6.487302145230756,3.9183501873572992,-6.162575273035594
-2.484305152041473,-2.812343523068836,2.765643223151559,-5.602963569959435
-9.416278510416294,2.4930025432780925,1.4942306951784046,-4.669588173536423
-2.4534527874225938,-6.1656810487725755,1.3655724758888277,-5.03514430135106
6.822313440110685,-8.456691925742264,2.379185647220786,-5.367431871002591
7.475335467542571,-2.1112556405968856,3.0561308729868006,-5.050422392269628
-2.5483393980790834,-6.809349653444955,2.3712028739824706,-5.3259328273794
0.4395987061464415,-7.540326894656074,2.286033448399629,-5.534480051168775
-0.44678838970867335,-4.352882347458807,2.1457872309061097,-5.4076945074205955
1.9500666339443533,-8.307764743658472,2.350865818707738,-5.74027336472154
6.315948241167609,-7.087027368457256,2.8668625064870494,-5.767309034132829
-1.7848503176802342,-7.094827425063693,2.2796616163597325,-5.863711628375953
-0.4254363732147308,-7.744370832782155,2.043781762572928,-5.927231254781807
3.3594497184347154,-5.08875972466722,2.205512286951237,-5.740036244105508
4.7303009375958895,-10.11340364929688,2.190428268038451,-6.052227490759861
-1.5844285002731024,-7.257129737310609,1.4307178671203482,-5.733223941319795
-1.380507903414339,-5.826219501493216,0.9095529154084758,-5.373658381612057
-5.480937011906218,-9.238242344620813,0.0011959121824870467,-5.182575878505253
-1.8969405910045323,-6.62119660591285,-0.11888537370613789,-4.551883838813008
-0.42927040806406047,-0.6439131425486252,-0.16432019523548536,-3.304423105159728
-3.961084464089855,3.2921384488136534,-0.6542798992958249,-2.1071166391593583
1.2712048038464272,-0.8625650738079289,-0.5031794270677686,-1.7400350590447047
-1.0694812190681675,-5.026774839111924,-0.5708731908680972,-1.6620844140024649
-2.2682334393622368,-0.24188242677956165,-0.6199745208156601,-1.0241549651294766
-0.5825567393989926,-1.6582490280412605,-0.5031363331733668,-0.6592702762703533
-1.6740839052662915,0.2972262738728062,-0.5416585468597421,-0.057887821279166085
-6.336057495994515,0.8858874236539289,-1.0592387427333703,0.46608903417772846
-1.344651481833066,0.07639366194342849,-0.8425019616610739,0.8838182066912169
-1.2417173871630498,3.7274893844847883,-0.7051213442101156,1.693210944473997
-2.2619481245822666,5.098741790279632,-0.8121595282030312,2.3677061344712156
-2.7620357579937034,-0.24541996023980045,-0.8949886836193977,2.454804158201448
-0.5322968007801406,1.4753643784093555,-0.6136391794874114,2.7985517351945344
6.624405079264121,4.677267094731929,0.3297552423385932,3.541895992316816
1.0639098792992938,5.234011684525742,0.2855998449642142,4.118633586734603
-2.7449607440371064,1.8547251679558865,-0.16456825811489684,4.283330730616487
1.048103586903136,0.9721464777222906,0.0420546320118344,4.840826169243728
-0.2846330270367279,5.009909986760236,-0.1698613383662818,5.801779946273683
-0.7336764106275101,4.0619262046783255,-0.4817552908871836,6.871972444677635
-3.236317451667886,11.91316944589861,-1.1527288351167553,8.74749896547679
-16.61095760225583,17.824557127543084,-3.2358185240360076,11.238105780968112
-6.966298119277654,14.83383616795839,-3.493468466286071,12.650002352351066
-2.6075765685388683,15.445709855817546,-3.125401370082978,13.97192452520263
-5.381255403710482,12.409434214768734,-3.217331458478431,14.855942613535039
-2.694678582419615,11.050326462163826,-2.8948868889694377,15.746024610951379
2.411110824769188,26.363592321481207,-2.3679324021879027,18.575744409283207
-9.53942809501115,23.905072459997605,-3.5487524939851562,20.207044271787552
-12.843121034294558,22.418368218334358,-4.722413025526761,21.726987686975455
-9.204500141173448,28.0702255691228,-5.054235018300851,23.450194334388996
-9.446026773574562,21.846979763798526,-5.168799355387155,24.18942579418461
-10.388112556384526,25.036403981059557,-5.075047517386741,25.362103202104485
-6.994596305150503,24.12436176077763,-4.303210766607021,26.38287449136279
1.314302052328378,30.858934755604444,-2.9410762762987464,28.27299002367196
-4.579107529062127,34.08405018501825,-2.7431605303481845,30.109265138687512
-8.548480621589277,31.092562026669423,-2.9975855406067127,31.562168082883424
-5.006454390002429,31.33179093459141,-2.9381754076021376,33.06603206068173
-5.80299946991099,36.90509911506719,-3.0629154088330406,35.10576209212729
-11.725459781274328,38.35695670737775,-3.9827403931462864,36.94992435444272
-7.199053982477407,39.35274027598549,-4.41465850252396,39.17911870461424
-20.970068809138134,38.87852240977646,-6.311133362656966,40.47852653191132
-9.671031349350768,40.28578981677296,-6.638807727543133,42.79051936916207
-13.740203521869486,45.9468886596097,-7.5522934214339985,44.98257250752179
-14.409088282188259,47.03427709731228,-8.288956773433965,47.13821422660515
-6.5674483546778815,51.58769041212862,-8.290720024660652,49.79187082755665
-5.644894730942899,57.18668723022028,-8.481243692558223,51.89029532237778
-19.438639999521005,48.2541440586373,-10.142293725652298,52.65829364417492
-14.449196505473125,48.890724344241384,-10.560499517514964,53.77335759770417
-9.723527727230286,59.656689654097114,-10.5549409563659,56.27092359659509
-19.05107093459474,57.61247830610842,-11.758283881598405,57.82907271880106
-22.29840233776627,55.86854701389963,-12.727359122959726,59.1763966763243
-15.704179335700436,63.45090278276755,-12.778937963235881,60.85475678888825
-24.44822766140294,56.034942256291096,-13.744472302819547,61.286127996165646
-10.935457385844106,64.83418862883993,-12.887023171928552,62.3474842197365
-9.644945065782153,65.80389732182923,-12.333585278871324,62.864742451667794
-19.082646891557705,61.160385868687946,-12.787414619985778,62.68697017323195
-11.460222685902757,61.586598630170265,-12.134901587279,62.61450105707413
-9.350101027149881,62.23694059422758,-11.55517016634678,62.567228355470675
-16.149631166266,60.53871865909779,-12.05217064747696,62.18995125195157
-16.68620773579356,60.99698388264983,-12.473046674608993,61.89526903700433
-20.981737387785913,58.010071490521966,-13.117460284061092,61.28943579249609
-10.88876283435929,62.75320948576349,-12.33142039129561,61.230806040432746
-4.9942701476640305,63.87798087379141,-11.581271921359619,61.049355476466154
-21.457886694884454,55.34205927532038,-12.774468395540623,59.985650939146325
-16.36672851523027,59.532148706341864,-12.932829840467308,59.81321302759755
-14.347857749056333,57.97241980295569,-12.728191014854009,59.36948389811719
-10.200649222781648,61.165260275290805,-12.143484393216704,59.47750087521786
-11.872828828974916,58.93941094191865,-11.993531218128403,59.26689894022161
-14.489164938834815,59.192044525967255,-12.044195614243499,59.26303883224358
-15.273281637559903,59.9610381201341,-12.068048343445577,59.36182280440254
-12.138995127584067,60.46558568598028,-11.721959844975192,59.5359590044553
-8.606509976418879,62.6612190612436,-11.267929544023453,59.84832894735856
-14.182447713631912,58.73791752839276,-11.522008168383719,59.587795035059656
-13.521023611636219,58.542414430245124,-11.516086798411742,59.27097553778445
-11.254894470129134,57.304919038242346,-11.231566491046603,59.008520756357754
-9.96049052780756,60.539577590182894,-11.045651919998672,59.04282959137536
-12.699646571486815,58.459998910152684,-11.24873976125028,58.753820123209174
-13.628505838258146,56.82039935059453,-11.421672187184608,58.355376417513284
-10.507641333212215,56.556101577391686,-11.197874739434289,58.04536109314026
-12.318393965958858,59.64301944042556,-11.173084208255927,58.235030742007595
-11.90467172279922,59.02321790875552,-11.216095632292873,58.20234979547036
-15.29234950117808,56.50118870816728,-11.597254653280775,57.954811961203184
-10.282412999609651,57.98831270374393,-11.346843751162133,57.866390509573336
-11.79351862171771,58.10583924857972,-11.344189098546835,57.80512460256338
-12.912408437318296,57.80674478244226,-11.41867012822307,57.71636519326873
-12.96801944314954,57.95013930754149,-11.532404056346671,57.611818890115714
-12.791676677768455,56.725424279092486,-11.605677515196419,57.42313720275778
-12.617573038697236,56.96672031425733,-11.655890188647225,57.26351181418605
-12.024374120047673,56.90378249320415,-11.549149851700966,57.1363294701113
-11.065202239797806,57.16704917329786,-11.389335257535889,57.07319323156462
-12.770140727348153,57.27889088009467,-11.507518776417239,56.9370169429896
-12.570872167569231,56.25693074990873,-11.579463421787406,56.71291464090673
-11.176408225822378,57.93674549195404,-11.43882583914381,56.65246369545878
-10.138805377498016,56.99223750470973,-11.298908365529503,56.40712852686781
-13.589035593468244,54.66638510970756,-11.598108258085638,56.02675567099156
-14.606777302314462,56.89526031090353,-11.84928027412468,55.861956300834564
-11.577891737436023,56.2006519523088,-11.72927810851334,55.62296451108608
-11.609190392221914,57.502544671576125,-11.627377481270457,55.40235268519394
-9.235158355901321,54.44299228655479,-11.348315642906776,54.7525372270942
-14.977524495215741,51.898770308536264,-11.794046582578213,53.93661999988615
-12.167463480483693,55.37329174436972,-11.617009731203217,53.624609662638065
-11.215613010334524,56.07564346932005,-11.497920066134633,53.26034173825322
-7.525097487655188,58.9512637866506,-11.09617555087216,52.94425428708486
-8.984126202178098,55.12693337048673,-11.311352927688594,51.64581058598395
-18.01618552146584,52.675635340297,-12.46268224560135,49.84134393751698
-11.19732150164642,49.428027105576554,-12.296024451795098,47.09112501291694
